 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:41,023,030,034,34,84,23.210672,72.685638
00:01:41,022,030,031,34,84,23.210672,72.685638
00:02:41,023,029,031,34,84,23.210672,72.685638
00:03:41,022,029,031,34,85,23.210672,72.685638
00:04:41,023,030,033,33,84,23.210672,72.685638
00:05:41,023,030,033,34,85,23.210672,72.685638
00:06:41,022,029,033,33,84,23.210672,72.685638
00:07:41,023,030,032,34,84,23.210672,72.685638
00:08:41,022,030,032,34,85,23.210672,72.685638
00:09:41,023,030,034,34,85,23.210672,72.685638
00:10:40,023,030,033,34,85,23.210672,72.685638
00:11:40,023,029,031,34,85,23.210672,72.685638
00:12:40,022,028,030,34,85,23.210672,72.685638
00:13:40,023,030,031,34,85,23.210672,72.685638
00:14:40,022,029,031,34,85,23.210672,72.685638
00:15:40,022,029,031,33,85,23.210672,72.685638
00:16:40,023,030,034,34,85,23.210672,72.685638
00:17:40,023,030,031,34,85,23.210672,72.685638
00:18:40,022,028,030,34,86,23.210672,72.685638
00:19:40,023,030,034,34,85,23.210672,72.685638
00:20:40,023,029,030,34,85,23.210672,72.685638
00:21:40,023,030,033,34,85,23.210672,72.685638
00:22:40,022,029,031,34,85,23.210672,72.685638
00:23:40,022,030,033,34,85,23.210672,72.685638
00:24:39,023,030,033,33,85,23.210672,72.685638
00:25:39,023,029,030,33,85,23.210672,72.685638
00:26:39,023,030,032,34,86,23.210672,72.685638
00:27:39,023,030,032,33,85,23.210672,72.685638
00:28:39,023,031,034,33,86,23.210672,72.685638
00:29:39,023,030,033,34,86,23.210672,72.685638
00:30:39,023,030,034,34,86,23.210672,72.685638
00:31:39,023,030,032,33,86,23.210672,72.685638
00:32:39,022,029,032,33,86,23.210672,72.685638
00:33:39,023,030,032,33,86,23.210672,72.685638
00:34:39,023,029,032,33,86,23.210672,72.685638
00:35:39,024,031,036,33,86,23.210672,72.685638
00:36:39,023,031,035,33,86,23.210672,72.685638
00:37:39,023,031,035,33,86,23.210672,72.685638
00:38:39,023,030,033,33,86,23.210672,72.685638
00:39:39,023,031,034,33,86,23.210672,72.685638
00:40:39,024,031,034,33,86,23.210672,72.685638
00:41:39,024,032,038,33,86,23.210672,72.685638
00:42:39,023,030,034,33,86,23.210672,72.685638
00:43:39,024,031,035,33,86,23.210672,72.685638
00:44:39,023,030,033,33,87,23.210672,72.685638
00:45:39,023,030,032,33,86,23.210672,72.685638
00:46:39,024,031,034,33,87,23.210672,72.685638
00:47:39,023,030,033,33,87,23.210672,72.685638
00:48:39,023,031,034,33,87,23.210672,72.685638
00:49:39,023,030,033,33,87,23.210672,72.685638
00:50:39,023,030,033,33,87,23.210672,72.685638
00:51:38,023,030,032,33,87,23.210672,72.685638
00:52:38,023,029,032,33,87,23.210672,72.685638
00:53:38,023,031,034,33,87,23.210672,72.685638
00:54:38,024,030,034,33,87,23.210672,72.685638
00:55:38,023,031,035,33,87,23.210672,72.685638
00:56:38,023,030,033,33,87,23.210672,72.685638
00:57:38,023,030,033,33,86,23.210672,72.685638
00:58:38,023,030,032,33,87,23.210672,72.685638
00:59:38,024,031,034,33,87,23.210672,72.685638
01:00:38,023,031,034,33,87,23.210672,72.685638
01:01:38,024,031,034,33,87,23.210672,72.685638
01:02:38,023,030,034,33,87,23.210672,72.685638
01:03:38,023,031,034,33,87,23.210672,72.685638
01:04:38,023,030,032,33,87,23.210672,72.685638
01:05:37,023,031,035,33,87,23.210672,72.685638
01:06:37,024,031,035,33,87,23.210672,72.685638
01:07:37,024,031,034,33,87,23.210672,72.685638
01:08:37,024,031,034,33,87,23.210672,72.685638
01:09:37,024,032,035,33,87,23.210672,72.685638
01:10:37,024,032,037,33,86,23.210672,72.685638
01:11:37,024,031,036,33,86,23.210672,72.685638
01:12:37,024,032,037,33,88,23.210672,72.685638
01:13:37,024,031,034,33,88,23.210672,72.685638
01:14:37,024,031,034,33,88,23.210672,72.685638
01:15:37,023,031,033,33,88,23.210672,72.685638
01:16:37,024,031,035,33,88,23.210672,72.685638
01:17:37,023,031,036,33,88,23.210672,72.685638
01:18:37,024,031,035,33,88,23.210672,72.685638
01:19:37,024,031,036,33,88,23.210672,72.685638
01:20:37,023,031,036,33,88,23.210672,72.685638
01:21:37,024,032,035,33,88,23.210672,72.685638
01:22:37,023,031,034,33,88,23.210672,72.685638
01:23:37,025,033,037,33,88,23.210672,72.685638
01:24:37,024,032,035,33,89,23.210672,72.685638
01:25:37,023,032,037,33,88,23.210672,72.685638
01:26:37,024,031,034,33,88,23.210672,72.685638
01:27:37,024,031,036,33,88,23.210672,72.685638
01:28:37,023,032,038,33,88,23.210672,72.685638
01:29:37,023,031,035,33,88,23.210672,72.685638
01:30:37,024,032,036,33,88,23.210672,72.685638
01:31:36,023,030,033,33,88,23.210672,72.685638
01:32:36,025,032,036,33,88,23.210672,72.685638
01:33:36,023,030,032,33,88,23.210672,72.685638
01:34:36,023,031,035,33,89,23.210672,72.685638
01:35:36,023,031,036,33,89,23.210672,72.685638
01:36:36,023,031,033,33,89,23.210672,72.685638
01:37:36,023,032,035,33,89,23.210672,72.685638
01:38:36,022,030,032,33,89,23.210672,72.685638
01:39:36,024,032,037,33,88,23.210672,72.685638
01:40:36,023,030,033,33,89,23.210672,72.685638
01:41:36,024,032,038,33,89,23.210672,72.685638
01:42:36,023,031,034,33,89,23.210672,72.685638
01:43:36,024,032,036,33,89,23.210672,72.685638
01:44:36,023,030,032,33,89,23.210672,72.685638
01:45:35,023,030,034,33,89,23.210672,72.685638
01:46:35,023,032,036,33,89,23.210672,72.685638
01:47:35,023,032,036,33,89,23.210672,72.685638
01:48:35,023,031,035,33,89,23.210672,72.685638
01:49:35,024,031,034,33,89,23.210672,72.685638
01:50:35,023,031,034,33,89,23.210672,72.685638
01:51:35,023,031,034,33,89,23.210672,72.685638
01:52:35,023,031,036,33,89,23.210672,72.685638
01:53:35,023,030,032,33,89,23.210672,72.685638
01:54:35,022,029,032,33,89,23.210672,72.685638
01:55:35,022,030,032,33,89,23.210672,72.685638
01:56:35,023,030,032,33,89,23.210672,72.685638
01:57:35,022,030,032,33,89,23.210672,72.685638
01:58:35,022,029,031,33,89,23.210672,72.685638
01:59:35,022,029,033,33,89,23.210672,72.685638
02:00:35,023,031,034,33,89,23.210672,72.685638
02:01:35,023,031,033,33,90,23.210672,72.685638
02:02:35,023,031,035,33,89,23.210672,72.685638
02:03:35,022,030,034,33,89,23.210672,72.685638
02:04:35,023,030,033,33,89,23.210672,72.685638
02:05:35,023,030,033,32,89,23.210672,72.685638
02:06:35,022,030,033,33,89,23.210672,72.685638
02:07:35,023,030,032,33,89,23.210672,72.685638
02:08:35,023,030,032,33,89,23.210672,72.685638
02:09:35,022,029,031,33,90,23.210672,72.685638
02:10:35,023,031,034,33,90,23.210672,72.685638
02:11:35,022,029,031,33,89,23.210672,72.685638
02:12:35,022,029,030,33,90,23.210672,72.685638
02:13:33,023,029,030,33,90,23.210672,72.685638
02:14:33,022,029,030,33,90,23.210672,72.685638
02:15:33,022,029,031,33,90,23.210672,72.685638
02:16:33,022,029,033,33,89,23.210672,72.685638
02:17:33,022,028,032,33,90,23.210672,72.685638
02:18:33,022,030,033,32,89,23.210672,72.685638
02:19:33,022,029,032,33,90,23.210672,72.685638
02:20:33,023,031,033,33,90,23.210672,72.685638
02:21:33,022,030,033,33,90,23.210672,72.685638
02:22:33,023,030,031,33,90,23.210672,72.685638
02:23:33,023,030,031,33,90,23.210672,72.685638
02:24:33,023,029,032,33,90,23.210672,72.685638
02:25:33,022,029,032,33,90,23.210672,72.685638
02:26:33,022,030,033,33,90,23.210672,72.685638
02:27:32,023,031,035,33,90,23.210672,72.685638
02:28:32,022,029,032,33,90,23.210672,72.685638
02:29:32,023,029,031,33,90,23.210672,72.685638
02:30:32,023,030,034,33,90,23.210672,72.685638
02:31:32,022,030,033,33,90,23.210672,72.685638
02:32:32,023,029,033,33,90,23.210672,72.685638
02:33:32,022,029,031,33,90,23.210672,72.685638
02:34:32,023,031,035,33,90,23.210672,72.685638
02:35:32,023,029,032,33,90,23.210672,72.685638
02:36:32,022,030,032,33,90,23.210672,72.685638
02:37:32,022,030,034,33,90,23.210672,72.685638
02:38:33,023,030,034,33,90,23.210672,72.685638
02:39:33,023,029,032,33,90,23.210672,72.685638
02:40:33,022,030,034,33,90,23.210672,72.685638
02:41:33,023,031,036,33,90,23.210672,72.685638
02:42:33,022,030,035,33,90,23.210672,72.685638
02:43:33,023,030,034,33,90,23.210672,72.685638
02:44:33,023,030,035,33,90,23.210672,72.685638
02:45:33,023,032,037,33,90,23.210672,72.685638
02:46:33,023,030,033,33,90,23.210672,72.685638
02:47:33,023,030,033,33,90,23.210672,72.685638
02:48:33,023,031,034,33,90,23.210672,72.685638
02:49:33,023,030,034,33,90,23.210672,72.685638
02:50:33,022,029,031,33,90,23.210672,72.685638
02:51:33,022,029,031,33,90,23.210672,72.685638
02:52:33,022,029,032,33,90,23.210672,72.685638
02:53:32,022,030,032,33,90,23.210672,72.685638
02:54:32,023,030,032,33,90,23.210672,72.685638
02:55:32,022,030,033,33,90,23.210672,72.685638
02:56:32,023,030,033,33,90,23.210672,72.685638
02:57:32,023,031,036,33,90,23.210672,72.685638
02:58:32,023,031,033,33,90,23.210672,72.685638
02:59:32,023,032,035,33,90,23.210672,72.685638
03:00:32,024,032,037,33,90,23.210672,72.685638
03:01:32,023,031,034,33,90,23.210672,72.685638
03:02:32,023,031,034,33,90,23.210672,72.685638
03:03:32,023,030,034,33,90,23.210672,72.685638
03:04:32,023,030,033,33,90,23.210672,72.685638
03:05:35,023,031,035,33,90,23.210672,72.685638
03:06:35,024,033,037,33,90,23.210672,72.685638
03:07:35,024,032,036,33,90,23.210672,72.685638
03:08:34,024,032,035,33,90,23.210672,72.685638
03:09:34,023,031,033,33,90,23.210672,72.685638
03:10:34,024,032,036,33,90,23.210672,72.685638
03:11:34,025,032,036,32,90,23.210672,72.685638
03:12:34,024,031,035,33,90,23.210672,72.685638
03:13:34,023,030,034,33,90,23.210672,72.685638
03:14:34,024,031,035,33,90,23.210672,72.685638
03:15:34,024,031,036,33,90,23.210672,72.685638
03:16:34,024,032,035,33,90,23.210672,72.685638
03:17:34,024,031,036,32,90,23.210672,72.685638
03:18:34,023,032,035,33,90,23.210672,72.685638
03:19:34,024,031,034,33,90,23.210672,72.685638
