 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:53,046,060,072,35,84,00.000000,00.000000
00:01:53,045,061,073,35,84,00.000000,00.000000
00:02:53,047,063,074,35,84,00.000000,00.000000
00:03:53,046,061,073,35,83,00.000000,00.000000
00:04:53,046,061,073,35,83,00.000000,00.000000
00:05:53,046,061,074,35,83,00.000000,00.000000
00:06:53,046,061,073,35,83,00.000000,00.000000
00:07:53,046,060,072,35,83,00.000000,00.000000
00:08:53,047,062,073,35,83,00.000000,00.000000
00:09:53,047,063,074,35,83,00.000000,00.000000
00:10:52,046,061,071,35,83,00.000000,00.000000
00:11:52,045,062,073,35,83,00.000000,00.000000
00:12:52,046,063,074,35,83,00.000000,00.000000
00:13:52,046,062,073,35,83,00.000000,00.000000
00:14:52,046,061,073,35,83,00.000000,00.000000
00:15:52,046,061,072,35,83,00.000000,00.000000
00:16:52,047,063,074,35,83,00.000000,00.000000
00:17:52,047,062,073,35,83,00.000000,00.000000
00:18:52,047,062,074,35,83,00.000000,00.000000
00:19:52,046,060,072,35,84,00.000000,00.000000
00:20:52,046,061,073,35,83,00.000000,00.000000
00:21:52,045,061,073,35,83,00.000000,00.000000
00:22:52,046,061,073,35,83,00.000000,00.000000
00:23:52,046,063,075,35,83,00.000000,00.000000
00:24:52,046,064,075,35,83,00.000000,00.000000
00:25:52,047,062,074,35,83,00.000000,00.000000
00:26:52,047,061,072,35,83,00.000000,00.000000
00:27:52,046,062,073,35,83,00.000000,00.000000
00:28:52,047,063,075,35,83,00.000000,00.000000
00:29:52,047,061,072,35,83,00.000000,00.000000
00:30:52,047,063,074,34,83,00.000000,00.000000
00:31:52,047,062,074,35,83,00.000000,00.000000
00:32:52,047,063,074,35,83,00.000000,00.000000
00:33:52,046,062,073,35,83,00.000000,00.000000
00:34:52,047,064,075,35,83,00.000000,00.000000
00:35:52,046,061,073,35,83,00.000000,00.000000
00:36:52,047,063,074,35,83,00.000000,00.000000
00:37:52,047,063,074,35,83,00.000000,00.000000
00:38:51,047,062,074,35,83,00.000000,00.000000
00:39:51,048,064,075,34,83,00.000000,00.000000
00:40:51,047,064,076,35,83,00.000000,00.000000
00:41:51,049,065,076,34,83,00.000000,00.000000
00:42:51,048,063,074,35,83,00.000000,00.000000
00:43:51,047,063,074,35,83,00.000000,00.000000
00:44:51,047,064,076,35,83,00.000000,00.000000
00:45:51,048,064,074,34,83,00.000000,00.000000
00:46:51,048,063,075,34,83,00.000000,00.000000
00:47:51,048,063,074,34,83,00.000000,00.000000
00:48:51,048,064,074,34,83,00.000000,00.000000
