 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
23:03:39,028,039,047,25,97,00.000000,00.000000
23:04:39,028,040,049,25,97,00.000000,00.000000
23:05:39,028,040,050,25,96,00.000000,00.000000
23:06:39,028,039,049,25,96,00.000000,00.000000
23:07:39,028,040,048,25,95,00.000000,00.000000
23:08:39,028,039,049,25,95,00.000000,00.000000
23:09:39,028,040,048,24,95,00.000000,00.000000
23:10:39,028,040,049,24,96,00.000000,00.000000
23:11:39,028,040,049,24,96,00.000000,00.000000
23:12:38,028,040,048,24,97,00.000000,00.000000
23:13:38,028,040,048,25,97,00.000000,00.000000
23:14:38,029,042,051,25,98,00.000000,00.000000
23:15:38,028,041,050,25,97,00.000000,00.000000
23:16:38,028,040,049,25,96,00.000000,00.000000
23:17:38,029,040,048,24,96,00.000000,00.000000
23:18:38,028,039,047,24,95,00.000000,00.000000
23:19:38,029,040,049,24,95,00.000000,00.000000
23:20:38,029,041,049,24,96,00.000000,00.000000
23:21:38,029,041,050,24,97,00.000000,00.000000
23:22:37,029,041,049,24,97,00.000000,00.000000
23:23:37,028,040,048,24,97,00.000000,00.000000
23:24:37,028,041,050,24,98,00.000000,00.000000
23:25:37,029,042,051,24,97,00.000000,00.000000
23:26:37,028,040,049,24,96,00.000000,00.000000
23:27:37,028,040,048,24,96,00.000000,00.000000
23:28:37,029,040,049,24,95,00.000000,00.000000
23:29:37,029,041,049,24,96,00.000000,00.000000
23:30:37,029,042,051,24,97,00.000000,00.000000
23:31:36,029,042,051,24,97,00.000000,00.000000
23:32:36,029,042,050,24,98,00.000000,00.000000
23:33:36,030,042,050,24,98,00.000000,00.000000
23:34:36,029,041,051,24,97,00.000000,00.000000
23:35:36,030,041,050,24,96,00.000000,00.000000
23:36:36,029,041,050,24,96,00.000000,00.000000
23:37:36,029,042,052,24,96,00.000000,00.000000
23:38:36,030,042,050,24,97,00.000000,00.000000
23:39:36,029,041,049,24,97,00.000000,00.000000
23:40:36,029,042,050,24,97,00.000000,00.000000
23:41:36,030,042,050,24,98,00.000000,00.000000
23:42:36,030,042,051,24,98,00.000000,00.000000
23:43:36,030,043,052,24,97,00.000000,00.000000
23:44:36,030,042,051,24,97,00.000000,00.000000
23:45:36,029,042,052,24,96,00.000000,00.000000
23:46:36,029,041,050,24,96,00.000000,00.000000
23:47:36,030,043,052,24,97,00.000000,00.000000
23:48:35,029,041,050,24,97,00.000000,00.000000
23:49:35,029,041,049,24,97,00.000000,00.000000
23:50:35,030,042,051,24,98,00.000000,00.000000
23:51:35,029,042,051,24,98,00.000000,00.000000
23:52:35,029,042,052,24,97,00.000000,00.000000
23:53:35,029,042,050,24,96,00.000000,00.000000
23:54:35,029,041,049,24,96,00.000000,00.000000
23:55:35,030,042,052,24,96,00.000000,00.000000
23:56:35,029,041,050,24,97,00.000000,00.000000
23:57:33,029,042,050,24,97,00.000000,00.000000
23:58:33,030,043,052,24,97,00.000000,00.000000
23:59:33,030,041,051,24,98,00.000000,00.000000
